Plot,Location,Year,Type,Rep,Block,Row,Col,DIISet,Female,FemaleGeno,Male,MaleGeno,Entry,Geno,Check?,Stand count,PlantHt,EarHt,Flavor,Tenderness,Husk,Tip,Width,Length,Pollen,Silk
2706,ARL,2015,,2,7,1,36,1,4,We03418a,17,We08413,47,We03418a x We08413,,22,160,70,,,3,4,15,19,55,
2707,ARL,2015,,2,7,1,37,4,39,Wu10802R,13,We07403b,123,Wu10802R x We07403b,,18,155,70,,,3,5,16,19,53,
2708,ARL,2015,,2,7,1,38,4,2,We02402,8,We05407,116,We02402 x We05407,,24,160,70,,,1,5,13,20,53,
2709,ARL,2015,,2,7,1,39,1,3,We02406,22,We09415,43,We02406 x We09415,,19,160,70,,,4,2,15,23,57,
2710,ARL,2015,,2,7,1,40,,,,,,141,Ambrosia,Check,16,160,70,,,3,3,14,21,55,
2711,ARL,2015,,2,7,2,40,,,,,,20,We09403,,22,105,35,,,4,1,13,15,55,
2712,ARL,2015,,2,7,2,39,2,1,We01403,14,We08407,67,We01403 x We08407,,19,125,60,,,5,3,14,17,54,
2713,ARL,2015,,2,7,2,38,2,33,We11409,34,We11416,90,We11409 x We11416,,24,165,70,,,4,4,14,19,56,
2714,ARL,2015,,2,7,2,37,,,,,,24,We09423a,,19,115,25,,,4,4,14,16,57,
2715,ARL,2015,,2,7,2,36,3,20,We09403,35,We12401,105,We09403 x We12401,,23,150,50,,,2,4,15,20,52,
2716,ARL,2015,,2,7,2,35,3,18,We08417,27,We1095407-4,98,We08417 x We1095407-4,,25,160,65,,,3,4,14,20,56,
2717,ARL,2015,,2,7,2,34,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,23,170,85,,,3,5,14,20,53,
2718,ARL,2015,,2,7,2,33,,,,,,12,We07403a,,24,125,45,,,4,3,14,15,55,
2719,ARL,2015,,2,7,2,32,3,23,We09418,35,We12401,110,We09418 x We12401,,19,105,45,,,2,4,14,19,52,
2720,ARL,2015,,2,7,2,31,2,1,We01403,19,We08421a,68,We01403 x We08421a,,22,175,80,,,5,2,16,19,58,
2721,ARL,2015,,2,7,3,31,4,2,We02402,13,We07403b,118,We02402 x We07403b,,24,170,70,,,,,,,55,
2722,ARL,2015,,2,7,3,32,,,,,,142,Who Gets Kissed?,Check,20,170,70,,,,,,,57,
2723,ARL,2015,,2,7,3,33,1,3,We02406,17,We08413,42,We02406 x We08413,,21,150,50,,,3,4,16,19,56,
2724,ARL,2015,,2,7,3,34,,,,,,1,We01403,,15,110,55,,,5,3,13,14,61,
2725,ARL,2015,,2,7,3,35,,,,,,11,We06410,,20,130,50,,,4,1,15,15,55,
2726,ARL,2015,,2,7,3,36,4,2,We02402,24,We09423a,120,We02402 x We09423a,,22,170,70,,,4,4,14,21,55,
2727,ARL,2015,,2,7,3,37,,,,,,3,We02406,,15,140,60,,,,4,13,13,59,
2728,ARL,2015,,2,7,3,38,,,,,,5,We03418b,,20,100,40,,,2,3,13,15,58,
2729,ARL,2015,,2,7,3,39,,,,,,21,We09404,,17,100,35,,,5,2,11,13,56,
2730,ARL,2015,,2,7,3,40,,,,,,25,We09426,,19,130,40,,,1,3,13,18,56,
2731,ARL,2015,,2,7,4,40,4,39,Wu10802R,11,We06410,122,Wu10802R x We06410,,23,180,55,,,5,4,16,18,55,
2732,ARL,2015,,2,7,4,39,,,,,,13,We07403b,,18,140,40,,,3,2,14,16,55,
2733,ARL,2015,,2,7,4,38,,,,,,143,Temptation,Check,25,160,60,,,3,5,16,21,51,
2734,ARL,2015,,2,7,4,37,,,,,,28,We11401,,21,155,70,,,3,2,13,13,61,
2735,ARL,2015,,2,7,4,36,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,22,150,50,,,3,5,14,18,50,
2736,ARL,2015,,2,7,4,35,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,22,160,60,,,3,3,15,20,54,
2737,ARL,2015,,2,7,4,34,4,31,We11407,21,We09404,139,We11407 x We09404,,17,150,50,,,3,2,13,18,53,
2738,ARL,2015,,2,7,4,33,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,23,150,60,,,3,5,15,18,50,
2801,ARL,2015,,2,8,5,31,,,,,,6,We04401,,20,130,50,,,3,2,15,17,56,
2802,ARL,2015,,2,8,5,32,2,12,We07403a,29,We11403,79,We07403a x We11403,,21,170,85,,,2,4,17,19,56,
2803,ARL,2015,,2,8,5,33,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,24,160,70,,,4,5,13,17,54,
2804,ARL,2015,,2,8,5,34,1,4,We03418a,6,We04401,46,We03418a x We04401,,21,165,80,,,2,2,15,22,54,
2805,ARL,2015,,2,8,5,35,,,,,,143,Temptation,Check,24,165,70,,,4,5,15,19,51,
2806,ARL,2015,,2,8,5,36,1,3,We02406,6,We04401,41,We02406 x We04401,,13,155,60,,,2,4,15,18,57,
2807,ARL,2015,,2,8,5,37,2,15,We08408,29,We11403,84,We08408 x We11403,,24,165,65,,,3,4,14,16,54,
2808,ARL,2015,,2,8,5,38,3,18,We08417,25,We09426,97,We08417 x We09426,,23,160,80,,,3,4,15,21,55,
2809,ARL,2015,,2,8,5,39,,,,,,8,We05407,,18,105,40,,,4,3,13,13,53,
2810,ARL,2015,,2,8,5,40,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,18,95,40,,,4,1,14,18,54,
2811,ARL,2015,,2,8,6,40,,,,,,9,We05410,,23,170,90,,,4,4,15,21,54,
2812,ARL,2015,,2,8,6,39,,,,,,19,We08421a,,23,140,70,,,4,1,12,15,60,
2813,ARL,2015,,2,8,6,38,4,28,We11401,21,We09404,134,We11401 x We09404,,24,160,70,,,3,3,16,19,56,
2814,ARL,2015,,2,8,6,37,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,22,180,70,,,3,5,15,20,55,
2815,ARL,2015,,2,8,6,36,,,,,,37,Wu04819,,24,110,55,,,4,2,13,15,59,
2816,ARL,2015,,2,8,6,35,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,23,160,70,,,3,4,14,20,56,
2817,ARL,2015,,2,8,6,34,2,33,We11409,29,We11403,89,We11409 x We11403,,21,170,80,,,4,2,16,19,55,
2818,ARL,2015,,2,8,6,33,,,,,,16,We08411,,21,105,30,,,5,3,14,14,54,
2819,ARL,2015,,2,8,6,32,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,25,150,50,,,5,4,14,16,53,
2820,ARL,2015,,2,8,6,31,1,4,We03418a,40,Wu10803R,49,We03418a x Wu10803R,,25,170,60,,,3,4,15,19,54,
2821,ARL,2015,,2,8,7,31,3,16,We08411,25,We09426,92,We08411 x We09426,,24,160,45,,,,3,14,21,53,
2822,ARL,2015,,2,8,7,32,2,33,We11409,14,We08407,87,We11409 x We08407,,23,160,60,,,4,4,14,17,55,
2823,ARL,2015,,2,8,7,33,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,23,155,40,,,3,4,16,19,53,
2824,ARL,2015,,2,8,7,34,3,18,We08417,30,We11406,99,We08417 x We11406,,25,160,60,,,3,2,15,19,55,
2825,ARL,2015,,2,8,7,35,4,2,We02402,11,We06410,117,We02402 x We06410,,24,180,70,,,3,3,13,17,56,
2826,ARL,2015,,2,8,7,36,3,20,We09403,25,We09426,102,We09403 x We09426,,23,155,60,,,2,4,15,21,55,
2827,ARL,2015,,2,8,7,37,3,23,We09418,25,We09426,107,We09418 x We09426,,24,155,70,,,2,5,13,20,53,
2828,ARL,2015,,2,8,7,38,,,,,,142,Who Gets Kissed?,Check,19,160,70,,,4,3,15,19,56,
2829,ARL,2015,,2,8,7,39,,,,,,17,We08413,,21,110,40,,,5,2,14,15,56,
2830,ARL,2015,,2,8,7,40,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,17,155,50,,,4,5,15,20,54,
2831,ARL,2015,,2,8,8,40,,,,,,141,Ambrosia,Check,17,155,60,,,3,2,15,20,55,
2832,ARL,2015,,2,8,8,39,2,1,We01403,29,We11403,69,We01403 x We11403,,22,175,80,,,5,3,16,17,57,
2833,ARL,2015,,2,8,8,38,1,36,Wu04806,32,We11408,65,Wu04806 x We11408,,23,165,55,,,,1,14,19,53,
2834,ARL,2015,,2,8,8,37,2,9,We05410,14,We08407,72,We05410 x We08407,,24,155,45,,,4,4,15,18,50,
2835,ARL,2015,,2,8,8,36,3,18,We08417,35,We12401,100,We08417 x We12401,,20,165,60,,,4,3,14,18,55,
2836,ARL,2015,,2,8,8,35,2,33,We11409,5,We03418b,86,We11409 x We03418b,,17,175,60,,,3,4,16,19,54,
2837,ARL,2015,,2,8,8,34,,,,,,38,Wu07812,,17,145,50,,,3,4,11,14,57,
2838,ARL,2015,,2,8,8,33,2,9,We05410,5,We03418b,71,We05410 x We03418b,,24,160,60,,,4,4,16,17,53,
3101,OSU,2015,,1,1,1,1,1,7,We05401,22,We09415,53,We05401 x We09415,,15,150,40,,,2,3,14,18,,
3102,OSU,2015,,1,1,1,2,,,,,,9,We05410,,14,140,40,,,2,1,15,17,,
3103,OSU,2015,,1,1,1,3,1,4,We03418a,6,We04401,46,We03418a x We04401,,13,170,60,,,3,5,17,18,,
3104,OSU,2015,,1,1,1,4,2,33,We11409,19,We08421a,88,We11409 x We08421a,,17,150,45,,,3,3,17,18,,
3105,OSU,2015,,1,1,1,5,,,,,,141,Ambrosia,Check,5,155,50,,,3,2,15,19,,
3106,OSU,2015,,1,1,1,6,,,,,,34,We11416,,5,105,35,,,,4,10,12,,
3107,OSU,2015,,1,1,1,7,,,,,,28,We11401,,13,125,55,,,4,4,16,12,,
3108,OSU,2015,,1,1,1,8,2,12,We07403a,5,We03418b,76,We07403a x We03418b,,11,145,40,,,2,4,16,17,,
3109,OSU,2015,,1,1,1,9,2,33,We11409,34,We11416,90,We11409 x We11416,,17,150,50,,,3,2,15,18,,
3110,OSU,2015,,1,1,1,10,3,16,We08411,35,We12401,95,We08411 x We12401,,14,130,50,,,2,4,16,16,,
3111,OSU,2015,,1,1,2,10,,,,,,26,We1095407-2,,4,135,40,,,,,,,,
3112,OSU,2015,,1,1,2,9,4,28,We11401,8,We05407,131,We11401 x We05407,,18,165,50,,,2,5,17,16,,
3113,OSU,2015,,1,1,2,8,2,1,We01403,29,We11403,69,We01403 x We11403,,11,150,75,,,4,3,15,13,,
3114,OSU,2015,,1,1,2,7,3,23,We09418,10,We06409b,106,We09418 x We06409b,,11,130,55,,,3,4,15,16,,
3115,OSU,2015,,1,1,2,6,4,31,We11407,13,We07403b,138,We11407 x We07403b,,11,145,40,,,1,4,15,19,,
3116,OSU,2015,,1,1,2,5,3,23,We09418,30,We11406,109,We09418 x We11406,,19,135,35,,,,5,14,16,,
3117,OSU,2015,,1,1,2,4,3,20,We09403,10,We06409b,101,We09403 x We06409b,,18,155,50,,,2,3,14,16,,
3118,OSU,2015,,1,1,2,3,3,18,We08417,25,We09426,97,We08417 x We09426,,17,160,50,,,2,4,16,19,,
3119,OSU,2015,,1,1,2,2,3,18,We08417,35,We12401,100,We08417 x We12401,,14,155,60,,,2,4,16,17,,
3120,OSU,2015,,1,1,2,1,3,16,We08411,25,We09426,92,We08411 x We09426,,20,150,50,,,1,3,15,17,,
3121,OSU,2015,,1,1,3,1,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,24,150,50,,,3,4,15,15,,
3122,OSU,2015,,1,1,3,2,4,39,Wu10802R,13,We07403b,123,Wu10802R x We07403b,,18,170,80,,,4,5,16,16,,
3123,OSU,2015,,1,1,3,3,4,26,We1095407-2,21,We09404,129,We1095407-2 x We09404,,19,165,70,,,2,5,15,18,,
3124,OSU,2015,,1,1,3,4,3,20,We09403,25,We09426,102,We09403 x We09426,,15,135,40,,,1,4,15,17,,
3125,OSU,2015,,1,1,3,5,4,28,We11401,21,We09404,134,We11401 x We09404,,23,150,60,,,3,1,15,16,,
3126,OSU,2015,,1,1,3,6,4,28,We11401,11,We06410,132,We11401 x We06410,,21,175,60,,,3,3,16,17,,
3127,OSU,2015,,1,1,3,7,2,12,We07403a,29,We11403,79,We07403a x We11403,,12,150,60,,,2,5,16,19,,
3128,OSU,2015,,1,1,3,8,,,,,,6,We04401,,16,100,35,,,5,2,13,14,,
3129,OSU,2015,,1,1,3,9,,,,,,143,Temptation,Check,16,170,50,,,3,3,15,18,,
3130,OSU,2015,,1,1,3,10,1,38,Wu07812,6,We04401,56,Wu07812 x We04401,,22,150,50,,,3,5,15,15,,
3131,OSU,2015,,1,1,4,10,2,1,We01403,34,We11416,70,We01403 x We11416,,24,180,80,,,4,4,16,17,,
3132,OSU,2015,,1,1,4,9,,,,,,142,Who Gets Kissed?,Check,10,145,60,,,3,3,14,17,,
3133,OSU,2015,,1,1,4,8,1,36,Wu04806,32,We11408,65,Wu04806 x We11408,,22,145,40,,,2,1,16,19,,
3134,OSU,2015,,1,1,4,7,2,1,We01403,5,We03418b,66,We01403 x We03418b,,20,175,80,,,5,2,15,7,,
3135,OSU,2015,,1,1,4,6,2,12,We07403a,14,We08407,77,We07403a x We08407,,23,160,70,,,3,3,14,18,,
3136,OSU,2015,,1,1,4,5,4,28,We11401,13,We07403b,133,We11401 x We07403b,,24,175,80,,,2,3,16,18,,
3137,OSU,2015,,1,1,4,4,4,31,We11407,21,We09404,139,We11407 x We09404,,16,135,45,,,2,3,16,19,,
3138,OSU,2015,,1,1,4,3,4,31,We11407,24,We09423a,140,We11407 x We09423a,,11,165,50,,,4,3,15,19,,
3201,OSU,2015,,1,2,5,1,,,,,,38,Wu07812,,13,140,50,,,3,4,12,14,,
3202,OSU,2015,,1,2,5,2,4,2,We02402,21,We09404,119,We02402 x We09404,,21,155,70,,,2,4,15,17,,
3203,OSU,2015,,1,2,5,3,3,37,Wu04819,30,We11406,114,Wu04819 x We11406,,18,145,55,,,1,4,16,14,,
3204,OSU,2015,,1,2,5,4,,,,,,2,We02402,,22,130,70,,,5,1,12,15,,
3205,OSU,2015,,1,2,5,5,4,26,We1095407-2,24,We09423a,130,We1095407-2 x We09423a,,17,150,40,,,4,3,13,15,,
3206,OSU,2015,,1,2,5,6,,,,,,35,We12401,,3,125,40,,,,,,,,
3207,OSU,2015,,1,2,5,7,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,18,160,50,,,2,3,13,12,,
3208,OSU,2015,,1,2,5,8,2,9,We05410,14,We08407,72,We05410 x We08407,,17,140,40,,,5,3,15,16,,
3209,OSU,2015,,1,2,5,9,1,4,We03418a,40,Wu10803R,49,We03418a x Wu10803R,,17,145,60,,,2,5,15,16,,
3210,OSU,2015,,1,2,5,10,3,18,We08417,30,We11406,99,We08417 x We11406,,20,150,65,,,2,5,16,16,,
3211,OSU,2015,,1,2,6,10,,,,,,142,Who Gets Kissed?,Check,14,155,50,,,3,3,15,16,,
3212,OSU,2015,,1,2,6,9,,,,,,22,We09415,,13,125,30,,,4,2,13,17,,
3213,OSU,2015,,1,2,6,8,3,18,We08417,27,We1095407-4,98,We08417 x We1095407-4,,14,170,80,,,2,4,14,17,,
3214,OSU,2015,,1,2,6,7,,,,,,4,We03418a,,6,80,25,,,3,,,,,
3215,OSU,2015,,1,2,6,6,,,,,,7,We05401,,0,,,,,,,,,,
3216,OSU,2015,,1,2,6,5,,,,,,10,We06409b,,6,95,30,,,2,5,15,13,,
3217,OSU,2015,,1,2,6,4,4,2,We02402,11,We06410,117,We02402 x We06410,,20,180,80,,,2,3,15,16,,
3218,OSU,2015,,1,2,6,3,,,,,,3,We02406,,17,110,45,,,3,4,14,12,,
3219,OSU,2015,,1,2,6,2,,,,,,25,We09426,,12,110,30,,,1,2,13,15,,
3220,OSU,2015,,1,2,6,1,,,,,,143,Temptation,,18,175,65,,,3,3,15,16,,
3221,OSU,2015,,1,2,7,1,,,,,,16,We08411,,15,110,40,,,,3,14,15,,
3222,OSU,2015,,1,2,7,2,2,33,We11409,29,We11403,89,We11409 x We11403,,21,165,70,,,3,3,17,17,,
3223,OSU,2015,,1,2,7,3,1,7,We05401,40,Wu10803R,54,We05401 x Wu10803R,,19,180,70,,,4,4,14,17,,
3224,OSU,2015,,1,2,7,4,1,3,We02406,6,We04401,41,We02406 x We04401,,8,135,50,,,3,3,16,16,,
3225,OSU,2015,,1,2,7,5,1,38,Wu07812,32,We11408,60,Wu07812 x We11408,,18,130,40,,,3,4,16,17,,
3226,OSU,2015,,1,2,7,6,4,26,We1095407-2,13,We07403b,128,We1095407-2 x We07403b,,15,125,30,,,1,3,13,18,,
3227,OSU,2015,,1,2,7,7,,,,,,143,Temptation,Check,20,165,50,,,3,4,15,16,,
3228,OSU,2015,,1,2,7,8,,,,,,5,We03418b,,13,100,40,,,2,3,12,12,,
3229,OSU,2015,,1,2,7,9,,,,,,13,We07403b,,15,120,50,,,3,2,14,15,,
3230,OSU,2015,,1,2,7,10,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,17,190,60,,,3,4,16,19,,
3231,OSU,2015,,1,2,8,10,3,18,We08417,10,We06409b,96,We08417 x We06409b,,20,155,50,,,2,4,15,16,,
3232,OSU,2015,,1,2,8,9,1,3,We02406,22,We09415,43,We02406 x We09415,,16,180,60,,,3,1,16,19,,
3233,OSU,2015,,1,2,8,8,3,37,Wu04819,25,We09426,112,Wu04819 x We09426,,11,160,65,,,1,4,15,17,,
3234,OSU,2015,,1,2,8,7,,,,,,20,We09403,,19,110,40,,,3,3,13,13,,
3235,OSU,2015,,1,2,8,6,2,9,We05410,34,We11416,75,We05410 x We11416,,22,170,50,,,4,3,16,18,,
3236,OSU,2015,,1,2,8,5,,,,,,1,We01403,,7,90,35,,,5,4,14,10,,
3237,OSU,2015,,1,2,8,4,,,,,,12,We07403a,,19,100,40,,,2,4,14,15,,
3238,OSU,2015,,1,2,8,3,,,,,,141,Ambrosia,Check,10,150,65,,,3,2,15,18,,
3301,OSU,2015,,1,3,9,1,,,,,,18,We08417,,19,120,40,,,5,3,14,13,,
3302,OSU,2015,,1,3,9,2,2,15,We08408,5,We03418b,81,We08408 x We03418b,,15,155,40,,,2,5,15,13,,
3303,OSU,2015,,1,3,9,3,3,23,We09418,35,We12401,110,We09418 x We12401,,13,145,55,,,3,4,15,17,,
3304,OSU,2015,,1,3,9,4,1,7,We05401,6,We04401,51,We05401 x We04401,,19,150,40,,,3,3,14,14,,
3305,OSU,2015,,1,3,9,5,,,,,,27,We1095407-4,,14,180,75,,,4,2,13,16,,
3306,OSU,2015,,1,3,9,6,2,15,We08408,34,We11416,85,We08408 x We11416,,21,155,45,,,4,5,15,16,,
3307,OSU,2015,,1,3,9,7,,,,,,15,We08408,,11,125,40,,,,4,13,14,,
3308,OSU,2015,,1,3,9,8,,,,,,11,We06410,,17,125,30,,,3,2,14,14,,
3309,OSU,2015,,1,3,9,9,4,39,Wu10802R,11,We06410,122,Wu10802R x We06410,,18,165,60,,,3,3,16,16,,
3310,OSU,2015,,1,3,9,10,1,3,We02406,17,We08413,42,We02406 x We08413,,14,160,55,,,4,3,16,16,,
3311,OSU,2015,,1,3,10,10,2,15,We08408,29,We11403,84,We08408 x We11403,,20,160,60,,,2,4,16,16,,
3312,OSU,2015,,1,3,10,9,,,,,,141,Ambrosia,Check,4,150,50,,,4,4,15,18,,
3313,OSU,2015,,1,3,10,8,1,4,We03418a,22,We09415,48,We03418a x We09415,,19,165,60,,,4,4,17,19,,
3314,OSU,2015,,1,3,10,7,,,,,,19,We08421a,,13,85,35,,,4,1,15,13,,
3315,OSU,2015,,1,3,10,6,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,17,130,50,,,,3,16,18,,
3316,OSU,2015,,1,3,10,5,3,16,We08411,10,We06409b,91,We08411 x We06409b,,9,140,50,,,3,4,16,18,,
3317,OSU,2015,,1,3,10,4,,,,,,142,Who Gets Kissed?,Check,20,160,70,,,2,4,18,21,,
3318,OSU,2015,,1,3,10,3,4,28,We11401,24,We09423a,135,We11401 x We09423a,,16,155,65,,,,3,16,13,,
3319,OSU,2015,,1,3,10,2,4,31,We11407,8,We05407,136,We11407 x We05407,,18,140,40,,,,4,16,19,,
3320,OSU,2015,,1,3,10,1,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,16,165,65,,,2,4,15,18,,
3321,OSU,2015,,1,3,11,1,3,37,Wu04819,27,We1095407-4,113,Wu04819 x We1095407-4,,21,190,85,,,4,4,15,19,,
3322,OSU,2015,,1,3,11,2,3,23,We09418,25,We09426,107,We09418 x We09426,,19,170,70,,,1,4,15,18,,
3323,OSU,2015,,1,3,11,3,2,33,We11409,14,We08407,87,We11409 x We08407,,21,160,50,,,5,4,15,18,,
3324,OSU,2015,,1,3,11,4,,,,,,143,Temptation,Check,22,150,65,,,2,4,15,16,,
3325,OSU,2015,,1,3,11,5,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,17,150,65,,,3,3,15,17,,
3326,OSU,2015,,1,3,11,6,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,9,140,50,,,3,4,14,14,,
3327,OSU,2015,,1,3,11,7,,,,,,30,We11406,,3,105,30,,,,,,,,
3328,OSU,2015,,1,3,11,8,4,31,We11407,11,We06410,137,We11407 x We06410,,11,170,70,,,4,2,17,20,,
3329,OSU,2015,,1,3,11,9,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,16,170,60,,,3,3,15,20,,
3330,OSU,2015,,1,3,11,10,,,,,,24,We09423a,,15,150,50,,,4,3,14,17,,
3331,OSU,2015,,1,3,12,10,2,1,We01403,19,We08421a,68,We01403 x We08421a,,18,170,70,,,,,,,,
3332,OSU,2015,,1,3,12,9,2,33,We11409,5,We03418b,86,We11409 x We03418b,,17,170,60,,,2,3,16,17,,
3333,OSU,2015,,1,3,12,8,,,,,,33,We11409,,9,140,50,,,4,1,12,16,,
3334,OSU,2015,,1,3,12,7,2,9,We05410,5,We03418b,71,We05410 x We03418b,,18,155,65,,,3,3,16,17,,
3335,OSU,2015,,1,3,12,6,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,19,160,55,,,4,5,16,18,,
3336,OSU,2015,,1,3,12,5,2,9,We05410,19,We08421a,73,We05410 x We08421a,,17,170,65,,,4,4,17,18,,
3337,OSU,2015,,1,3,12,4,,,,,,36,Wu04806,,5,120,45,,,1,5,15,16,,
3338,OSU,2015,,1,3,12,3,,,,,,40,Wu10803R,,2,120,75,,,,,,,,
3401,OSU,2015,,1,4,13,1,1,7,We05401,32,We11408,55,We05401 x We11408,,17,150,60,,,2,4,15,16,,
3402,OSU,2015,,1,4,13,2,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,8,165,70,,,2,4,15,16,,
3403,OSU,2015,,1,4,13,3,4,2,We02402,13,We07403b,118,We02402 x We07403b,,22,155,60,,,2,5,15,18,,
3404,OSU,2015,,1,4,13,4,4,39,Wu10802R,21,We09404,124,Wu10802R x We09404,,19,175,70,,,2,4,14,15,,
3405,OSU,2015,,1,4,13,5,,,,,,39,Wu10802R,,17,125,60,,,5,3,10,11,,
3406,OSU,2015,,1,4,13,6,,,,,,32,We11408,,10,130,50,,,4,,,,,
3407,OSU,2015,,1,4,13,7,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,9,170,80,,,3,4,14,17,,
3408,OSU,2015,,1,4,13,8,,,,,,14,We08407,,8,110,35,,,5,4,12,15,,
3409,OSU,2015,,1,4,13,9,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,21,170,60,,,2,4,14,17,,
3410,OSU,2015,,1,4,13,10,2,1,We01403,14,We08407,67,We01403 x We08407,,23,160,75,,,4,3,15,18,,
3411,OSU,2015,,1,4,14,10,4,2,We02402,8,We05407,116,We02402 x We05407,,19,170,70,,,3,4,13,15,,
3412,OSU,2015,,1,4,14,9,1,36,Wu04806,17,We08413,62,Wu04806 x We08413,,16,150,60,,,3,3,15,16,,
3413,OSU,2015,,1,4,14,8,,,,,,23,We09418,,14,80,35,,,2,2,13,15,,
3414,OSU,2015,,1,4,14,7,1,36,Wu04806,6,We04401,61,Wu04806 x We04401,,16,140,50,,,4,3,15,15,,
3415,OSU,2015,,1,4,14,6,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,16,155,50,,,4,5,15,17,,
3416,OSU,2015,,1,4,14,5,1,4,We03418a,17,We08413,47,We03418a x We08413,,18,165,60,,,3,4,15,16,,
3417,OSU,2015,,1,4,14,4,1,4,We03418a,32,We11408,50,We03418a x We11408,,13,145,40,,,4,2,14,16,,
3418,OSU,2015,,1,4,14,3,,,,,,29,We11403,,9,130,60,,,3,2,15,12,,
3419,OSU,2015,,1,4,14,2,3,20,We09403,35,We12401,105,We09403 x We12401,,15,155,60,,,1,3,16,18,,
3420,OSU,2015,,1,4,14,1,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,16,150,60,,,2,4,15,17,,
3421,OSU,2015,,1,4,15,1,,,,,,31,We11407,,2,130,40,,,,,,,,
3422,OSU,2015,,1,4,15,2,3,16,We08411,30,We11406,94,We08411 x We11406,,10,150,60,,,2,5,16,17,,
3423,OSU,2015,,1,4,15,3,1,7,We05401,17,We08413,52,We05401 x We08413,,16,140,60,,,3,4,14,15,,
3424,OSU,2015,,1,4,15,4,,,,,,37,Wu04819,,13,110,40,,,4,4,15,14,,
3425,OSU,2015,,1,4,15,5,,,,,,8,We05407,,11,100,20,,,4,4,14,10,,
3426,OSU,2015,,1,4,15,6,1,3,We02406,32,We11408,45,We02406 x We11408,,7,140,60,,,3,3,15,18,,
3427,OSU,2015,,1,4,15,7,,,,,,17,We08413,,18,60,25,,,4,3,12,12,,
3428,OSU,2015,,1,4,15,8,,,,,,142,Who Gets Kissed?,Check,2,150,60,,,,,,,,
3429,OSU,2015,,1,4,15,9,2,12,We07403a,34,We11416,80,We07403a x We11416,,19,150,60,,,3,4,16,13,,
3430,OSU,2015,,1,4,15,10,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,22,160,70,,,3,4,16,18,,
3431,OSU,2015,,1,4,16,10,3,20,We09403,30,We11406,104,We09403 x We11406,,22,165,60,,,1,4,16,17,,
3432,OSU,2015,,1,4,16,9,4,2,We02402,24,We09423a,120,We02402 x We09423a,,17,170,70,,,4,3,14,17,,
3433,OSU,2015,,1,4,16,8,,,,,,143,Temptation,Check,13,165,60,,,3,3,15,17,,
3434,OSU,2015,,1,4,16,7,2,9,We05410,29,We11403,74,We05410 x We11403,,20,150,70,,,3,2,16,15,,
3435,OSU,2015,,1,4,16,6,2,15,We08408,14,We08407,82,We08408 x We08407,,17,140,45,,,5,3,15,15,,
3436,OSU,2015,,1,4,16,5,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,13,170,70,,,2,2,14,20,,
3437,OSU,2015,,1,4,16,4,2,15,We08408,19,We08421a,83,We08408 x We08421a,,22,160,70,,,2,4,16,16,,
3438,OSU,2015,,1,4,16,3,,,,,,141,Ambrosia,Check,4,175,60,,,3,1,16,20,,
3501,OSU,2015,,2,5,1,11,3,18,We08417,25,We09426,97,We08417 x We09426,,11,140,40,,,4,3,15,17,,
3502,OSU,2015,,2,5,1,12,,,,,,27,We1095407-4,,14,175,105,,,3,4,13,16,,
3503,OSU,2015,,2,5,1,13,,,,,,30,We11406,,11,130,40,,,3,4,15,12,,
3504,OSU,2015,,2,5,1,14,3,16,We08411,10,We06409b,91,We08411 x We06409b,,14,145,50,,,2,4,15,15,,
3505,OSU,2015,,2,5,1,15,2,15,We08408,19,We08421a,83,We08408 x We08421a,,22,165,70,,,2,5,15,12,,
3506,OSU,2015,,2,5,1,16,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,22,150,40,,,3,2,16,19,,
3507,OSU,2015,,2,5,1,17,4,31,We11407,21,We09404,139,We11407 x We09404,,19,150,50,,,2,4,15,19,,
